,0,1,2,3,4,5,NMR_Peaks,Is In Ring,Is In Ring,IsInLinear
10_alcohols_14,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'C']","['O', 'H', 'H', 'F', 'F', 'C']",-122.7,0,,-122.7
13_alcohols_14,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'C']",-122.7,0,,-122.7
16_alcohols_14,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']",-122.7,0,,-122.7
19_alcohols_14,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']",-122.85,0,,-122.85
22_alcohols_14,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']",-123.7,0,,-123.7
25_alcohols_14,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-124.75,0,,-124.75
28_alcohols_14,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-127.27,0,,-127.27
10_other_10,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'C']","['P', 'H', 'H', 'F', 'F', 'C']","['O', 'O', 'O', 'F', 'F', 'F']",-122.93,0,,-122.93
13_other_10,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'F']","['P', 'H', 'H']",-123.9,0,,-123.9
16_other_10,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'H', 'H']",-124.51,0,,-124.51
19_other_10,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-127.34,0,,-127.34
10_other_11,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'C']","['P', 'H', 'H', 'F', 'F', 'C']","['O', 'O', 'O', 'F', 'F', 'C']",-122.69,0,,-122.69
13_other_11,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'C']","['P', 'H', 'H', 'F', 'F', 'C']",-122.83,0,,-122.83
16_other_11,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'C']",-122.83,0,,-122.83
19_other_11,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']",-122.83,0,,-122.83
22_other_11,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']",-122.83,0,,-122.83
25_other_11,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']",-123.69,0,,-123.69
28_other_11,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-124.45,0,,-124.45
31_other_11,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-127.26,0,,-127.26
8_other_12,['C'],"['C', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['N', 'O', 'O', 'F', 'F', 'C']","['H', 'H', 'F', 'F', 'C']","['F', 'F', 'C']",-121.33,0,,-121.33
11_other_12,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['N', 'O', 'O', 'F', 'F', 'C']","['H', 'H', 'F', 'F', 'C']",-122.7,0,,-122.7
14_other_12,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['N', 'O', 'O', 'F', 'F', 'F']",-122.91,0,,-122.91
17_other_12,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['S', 'F', 'F']",-123.7,0,,-123.7
20_other_12,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-123.7,0,,-123.7
23_other_12,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-127.29,0,,-127.29
13_other_13,['C'],"['C', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['N', 'O', 'O', 'F', 'F', 'C']","['C', 'C', 'F', 'F', 'C']","['H', 'H', 'H', 'C', 'H', 'H', 'F', 'F', 'C']",-121.4,0,,-121.4
16_other_13,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['N', 'O', 'O', 'F', 'F', 'C']","['C', 'C', 'F', 'F', 'C']",-122.59,0,,-122.59
19_other_13,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['N', 'O', 'O', 'F', 'F', 'F']",-122.72,0,,-122.72
22_other_13,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['S', 'F', 'F']",-122.89,0,,-122.89
25_other_13,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-123.71,0,,-123.71
28_other_13,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-127.27,0,,-127.27
14_other_14,['C'],"['C', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['N', 'O', 'O', 'F', 'F', 'C']","['C', 'C', 'F', 'F', 'C']","['C', 'H', 'H', 'C', 'H', 'H', 'F', 'F', 'C']",-121.29,0,,-121.29
17_other_14,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['N', 'O', 'O', 'F', 'F', 'C']","['C', 'C', 'F', 'F', 'C']",-122.58,0,,-122.58
20_other_14,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['N', 'O', 'O', 'F', 'F', 'F']",-122.73,0,,-122.73
23_other_14,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['S', 'F', 'F']",-122.89,0,,-122.89
26_other_14,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-123.71,0,,-123.71
29_other_14,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-127.26,0,,-127.26
7_From_Review_393,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'H']","['C', 'H', 'H']","['C', 'H']","['H', 'H']",-132,0,,-132
10_From_Review_394,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'C', 'H', 'H']","['H', 'H', 'H', 'H']",[],-139,1,-139,
9_From_Review_395,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'C']","['H', 'H', 'H', 'H']",[],-135,1,-135,
12_From_Review_395,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'C', 'H', 'H']","['H', 'H', 'H', 'H']",[],-135,1,-135,
0_From_Review_396,['C'],"['F', 'C', 'C']","['F', 'F', 'C', 'C', 'F', 'F']","['F', 'F', 'C', 'C', 'F', 'F']","['F', 'F', 'F', 'F']",[],-159,1,-159,
4_From_Review_396,['C'],"['C', 'F', 'C']","['F', 'F', 'C', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F']",[],-159,1,-159,
7_From_Review_396,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C', 'F', 'F', 'C']","['F', 'F', 'F', 'F']",[],-159,1,-159,
6_From_Review_399,['C'],"['C', 'F', 'C']","['O', 'F', 'F', 'F', 'F', 'F']",['C'],"['H', 'H', 'H']",[],-130,0,,-130
10_From_Review_400,['C'],"['C', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'F']",['C'],"['C', 'C']","['C', 'H', 'C', 'H']",-123,0,,-123
16_From_Review_401,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'H', 'H']","['C', 'H', 'H']","['C', 'H', 'H']",-128,0,,-128
6_From_Review_402,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['O', 'H', 'H']",['H'],[],-128,0,,-128
7_From_Review_403,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['O', 'O']",['H'],[],-127,0,,-127
14_From_Review_404,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'C', 'C']","['O', 'O', 'H', 'H', 'H', 'O', 'O']","['C', 'H']",-121,0,,-121
5_From_Review_405,['C'],"['C', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']",['C'],['C'],"['C', 'C']",-127,0,,-127
5_From_Review_411,['C'],"['C', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'S']",['C'],"['C', 'H', 'H']",-123,0,,-123
8_From_Review_411,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'S']","['F', 'F', 'F', 'C']","['C', 'H', 'H']","['C', 'C']",-118,0,,-118
6_From_Review_412,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'F']","['H', 'H', 'H']",[],-123,0,,-123
9_From_Review_412,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'H', 'H']","['H', 'H', 'H']",-125,0,,-125
7_From_Review_413,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'F', 'F', 'F']",['H'],[],-123,0,,-123
5_From_Review_414,['C'],"['C', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'I']",[],[],-126,0,,-126
8_From_Review_414,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'I']","['F', 'F', 'F']",[],[],-114,0,,-114
5_From_Review_415,['C'],"['C', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['C', 'C']","['C', 'H', 'C', 'H']",-126,0,,-126
8_From_Review_415,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'C', 'C']","['C', 'H', 'C', 'H']","['C', 'H', 'C', 'H']",-123,0,,-123
8_From_Review_419,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'C']","['O', 'O', 'F', 'F', 'C']","['H', 'F', 'F', 'F']",-121.4,0,,-121.4
11_From_Review_419,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'F']","['O', 'O']",-122.5,0,,-122.5
14_From_Review_419,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'H', 'H']",-122.4,0,,-122.4
17_From_Review_419,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-125.8,0,,-125.8
9_From_Review_420,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'F']","['O', 'O']",-123.4,0,,-123.4
12_From_Review_420,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'H', 'H']","['C', 'H', 'H']",-122.3,0,,-122.3
15_From_Review_420,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'H', 'H']",-126,0,,-126
4_From_Review_421,['C'],"['C', 'F', 'C']","['F', 'F', 'H', 'F', 'F', 'C']","['F', 'F', 'F']",[],[],-130,0,,-130
7_From_Review_421,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['F', 'F', 'H']",[],[],-128,0,,-128
5_From_Review_422,['C'],"['C', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'F']",[],[],[],-132,0,,-132
8_From_Review_423,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['F', 'F', 'F']",[],[],-127,0,,-127
8_From_Review_424,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'F']",[],[],-123,0,,-123
5_From_Review_425,['C'],"['C', 'F', 'C']","['F', 'F', 'F', 'F', 'C', 'C']","['F', 'F', 'F', 'F', 'F', 'F']",[],[],-119,0,,-119
5_From_Review_426,['C'],"['C', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'C', 'C']","['F', 'F', 'F', 'F', 'F', 'F']",[],-124.8,0,,-124.8
5_From_Review_430,['C'],"['C', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']",-126.1,0,,-126.1
8_From_Review_430,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']",-122.5,0,,-122.5
11_From_Review_430,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F']",-121.7,0,,-121.7
14_From_Review_430,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['F', 'F', 'F']",-121.7,0,,-121.7
17_From_Review_430,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-122.5,0,,-122.5
20_From_Review_430,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-126.1,0,,-126.1
20_From_Review_431,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'Cl']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-120.6,0,,-120.6
20_From_Review_432,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'Br']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-117.7,0,,-117.7
20_From_Review_433,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'I']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-113.5,0,,-113.5
7_From_Review_437,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'F', 'F', 'C']","['H', 'F', 'F', 'C']","['F', 'F', 'C']",-123.4,0,,-123.4
10_From_Review_437,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'F', 'F', 'C']","['H', 'F', 'F', 'F']",-121.9,0,,-121.9
13_From_Review_437,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['O', 'O']",-122.2,0,,-122.2
16_From_Review_437,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-122.9,0,,-122.9
19_From_Review_437,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-126.2,0,,-126.2
9_From_Review_448,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F']","['F', 'F']",[],-127,0,,-127
12_From_Review_448,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F']","['F', 'F']",-129,0,,-129
9_From_Review_449,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'H']","['F', 'F']",[],-125.5,0,,-125.5
12_From_Review_449,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'H']","['C', 'F', 'F']","['C', 'F']","['F', 'F']",-129.8,0,,-129.8
,,,,,,MAX,-112.81,,-135,-112.81
,,,,,,MIN,-159,,-159,-132
,,,,,,MEAN,-123.6809292,,-147.6666667,-123.4297696
,,,,,,,,No. Data points,6,573
