,actual,prediction,diff
35_COOH_8,-80.97,-80.92748439937824,0.04251560062175486
36_COOH_8,-80.97,-80.92748439937824,0.04251560062175486
0_From_Review_193,-210.0,-217.59142061783825,7.591420617838253
6_From_Review_180,-118.0,-144.56015145602774,26.56015145602774
6_aromatics_3,-63.42,-59.8794392665721,3.5405607334279026
7_aromatics_3,-63.42,-59.8794392665721,3.5405607334279026
8_aromatics_3,-63.42,-59.8794392665721,3.5405607334279026
12_aromatics_3,-63.42,-59.639762542064545,3.7802374579354563
13_aromatics_3,-63.42,-59.639762542064545,3.7802374579354563
14_aromatics_3,-63.42,-59.639762542064545,3.7802374579354563
4_From_Review_125,-127.0,-133.64063187390252,6.640631873902521
6_From_Review_272,-68.0,-71.54592028539683,3.545920285396832
7_From_Review_272,-68.0,-71.54592028539683,3.545920285396832
8_From_Review_272,-68.0,-71.54592028539683,3.545920285396832
0_From_Review_13,-70.0,-61.264400496780176,8.735599503219824
2_From_Review_13,-70.0,-61.264400496780176,8.735599503219824
0_From_Review_290,-61.0,-62.59230402041277,1.5923040204127688
2_From_Review_290,-61.0,-62.59230402041277,1.5923040204127688
3_From_Review_290,-61.0,-62.59230402041277,1.5923040204127688
6_From_Review_290,-61.0,-64.3792538308135,3.3792538308134965
7_From_Review_290,-61.0,-64.3792538308135,3.3792538308134965
8_From_Review_290,-61.0,-64.3792538308135,3.3792538308134965
0_From_Review_459,-138.7,-131.8208507399893,6.879149260010678
4_From_Review_459,-138.7,-135.35497861044203,3.3450213895579566
6_From_Review_459,-162.6,-159.33485664768813,3.265143352311867
8_From_Review_459,-154.3,-156.42152048986753,2.121520489867521
10_From_Review_459,-162.6,-158.3602350158622,4.239764984137793
4_ether_16,-79.7,-83.57938815215057,3.879388152150568
5_ether_16,-79.7,-83.57938815215057,3.879388152150568
8_ether_16,-90.5,-94.86707973546748,4.367079735467485
9_ether_16,-90.5,-94.86707973546748,4.367079735467485
11_ether_16,-90.5,-92.51817475058593,2.0181747505859278
12_ether_16,-90.5,-92.51817475058593,2.0181747505859278
15_ether_16,-85.4,-97.28990079586639,11.889900795866382
16_ether_16,-85.4,-97.28990079586639,11.889900795866382
18_ether_16,-128.3,-127.73829452052284,0.561705479477169
19_ether_16,-128.3,-127.73829452052284,0.561705479477169
21_ether_16,-128.4,-125.64587046686682,2.754129533133181
22_ether_16,-128.4,-125.64587046686682,2.754129533133181
24_ether_16,-82.9,-80.45580823259797,2.4441917674020317
25_ether_16,-82.9,-80.45580823259797,2.4441917674020317
